type,x,y
route,-111.06,72.90
route,-111.08,74.90
route,-111.09,76.93
route,-111.06,78.98
route,-110.96,81.02
route,-110.81,83.07
route,-110.60,85.10
route,-110.33,87.13
route,-110.01,89.16
route,-109.63,91.17
route,-109.19,93.17
route,-108.70,95.16
route,-108.16,97.14
route,-107.55,99.10
route,-106.90,101.04
route,-106.19,102.96
route,-105.42,104.86
route,-104.61,106.74
route,-103.74,108.59
route,-102.82,110.42
route,-101.85,112.23
route,-100.82,114.00
route,-99.75,115.75
route,-98.63,117.47
route,-97.43,119.17
route,-96.15,120.81
route,-94.79,122.39
route,-93.36,123.90
route,-91.85,125.34
route,-90.29,126.71
route,-88.65,128.01
route,-86.96,129.22
route,-85.21,130.35
route,-83.41,131.40
route,-81.56,132.36
route,-79.67,133.23
route,-77.74,134.01
route,-75.77,134.70
route,-73.78,135.30
route,-71.75,135.79
route,-69.71,136.19
route,-67.65,136.50
route,-65.58,136.70
route,-63.50,136.81
route,-61.46,136.83
route,-59.46,136.85
route,-57.46,136.86
route,-55.46,136.87
route,-53.46,136.88
route,-51.46,136.89
route,-49.46,136.91
route,-47.46,136.92
route,-45.46,136.93
route,-43.46,136.94
route,-41.46,136.96
route,-39.46,136.97
route,-37.46,136.98
route,-35.46,136.99
route,-33.46,137.01
route,-31.46,137.02
route,-29.46,137.03
route,-27.46,137.04
route,-25.46,137.05
route,-23.46,137.07
route,-21.46,137.08
route,-19.46,137.09
route,-17.46,137.10
route,-15.46,137.12
route,-13.46,137.13
route,-11.46,137.14
route,-9.46,137.15
route,-7.46,137.17
route,-5.46,137.18
route,-3.46,137.19
route,-1.46,137.20
route,0.54,137.21
route,2.54,137.23
route,4.53,137.25
route,6.52,137.28
route,8.51,137.31
route,10.51,137.36
route,12.52,137.39
route,14.53,137.42
route,16.53,137.44
route,18.54,137.46
route,20.54,137.47
route,22.54,137.48
route,24.54,137.49
route,26.54,137.50
route,28.54,137.51
route,30.54,137.52
route,32.54,137.53
route,34.54,137.54
route,36.54,137.56
route,38.54,137.57
route,40.54,137.58
route,42.54,137.59
route,44.54,137.60
route,46.54,137.61
route,48.54,137.62
route,50.54,137.63
route,52.54,137.65
route,54.54,137.66
route,56.54,137.67
route,58.54,137.68
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.90
ego,-111.06,72.91
ego,-111.06,72.96
ego,-111.06,73.04
ego,-111.06,73.15
ego,-111.07,73.27
ego,-111.07,73.40
ego,-111.07,73.56
ego,-111.07,73.72
ego,-111.07,73.90
ego,-111.08,74.09
ego,-111.08,74.29
ego,-111.08,74.50
ego,-111.08,74.71
ego,-111.08,74.93
ego,-111.08,75.15
ego,-111.07,75.38
ego,-111.06,75.61
ego,-111.06,75.84
ego,-111.05,76.08
ego,-111.05,76.31
ego,-111.05,76.54
ego,-111.06,76.77
ego,-111.07,76.99
ego,-111.08,77.21
ego,-111.08,77.42
ego,-111.09,77.62
ego,-111.10,77.82
ego,-111.10,78.01
ego,-111.11,78.19
ego,-111.11,78.37
ego,-111.12,78.54
ego,-111.12,78.71
ego,-111.12,78.87
ego,-111.12,79.02
ego,-111.12,79.17
ego,-111.12,79.31
ego,-111.12,79.45
ego,-111.12,79.58
ego,-111.12,79.70
ego,-111.12,79.82
ego,-111.11,79.93
ego,-111.11,80.04
ego,-111.11,80.14
ego,-111.10,80.22
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.25
ego,-111.10,80.26
ego,-111.10,80.26
ego,-111.10,80.27
ego,-111.10,80.29
ego,-111.10,80.31
ego,-111.09,80.35
ego,-111.09,80.40
ego,-111.08,80.46
ego,-111.07,80.54
ego,-111.06,80.63
ego,-111.05,80.72
ego,-111.04,80.84
ego,-111.02,80.96
ego,-111.00,81.09
ego,-110.99,81.24
ego,-110.97,81.41
ego,-110.95,81.58
ego,-110.93,81.77
ego,-110.91,81.96
ego,-110.89,82.17
ego,-110.87,82.38
ego,-110.84,82.60
ego,-110.82,82.82
ego,-110.79,83.04
ego,-110.76,83.27
ego,-110.73,83.50
ego,-110.70,83.74
ego,-110.67,83.97
ego,-110.65,84.21
ego,-110.63,84.44
ego,-110.61,84.68
ego,-110.59,84.90
ego,-110.57,85.12
ego,-110.56,85.34
ego,-110.54,85.54
ego,-110.53,85.74
ego,-110.51,85.94
ego,-110.50,86.13
ego,-110.48,86.31
ego,-110.47,86.48
ego,-110.45,86.65
ego,-110.43,86.82
ego,-110.42,86.97
ego,-110.40,87.13
ego,-110.39,87.27
ego,-110.37,87.41
ego,-110.36,87.54
ego,-110.34,87.67
ego,-110.33,87.79
ego,-110.31,87.91
ego,-110.29,88.02
ego,-110.28,88.12
ego,-110.27,88.22
ego,-110.25,88.30
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.32
ego,-110.25,88.33
ego,-110.24,88.35
ego,-110.24,88.38
ego,-110.23,88.41
ego,-110.22,88.46
ego,-110.21,88.53
ego,-110.19,88.60
ego,-110.17,88.69
ego,-110.14,88.78
ego,-110.12,88.89
ego,-110.09,89.02
ego,-110.06,89.15
ego,-110.02,89.30
ego,-109.99,89.46
ego,-109.95,89.63
ego,-109.91,89.82
ego,-109.86,90.01
ego,-109.82,90.21
ego,-109.77,90.42
ego,-109.72,90.63
ego,-109.68,90.85
ego,-109.63,91.07
ego,-109.57,91.29
ego,-109.52,91.52
ego,-109.46,91.75
ego,-109.41,91.98
ego,-109.37,92.21
ego,-109.32,92.44
ego,-109.28,92.67
ego,-109.24,92.89
ego,-109.20,93.11
ego,-109.16,93.32
ego,-109.12,93.52
ego,-109.08,93.72
ego,-109.05,93.91
ego,-109.01,94.10
ego,-108.97,94.27
ego,-108.94,94.45
ego,-108.91,94.61
ego,-108.87,94.77
ego,-108.84,94.93
ego,-108.81,95.08
ego,-108.78,95.22
ego,-108.75,95.36
ego,-108.72,95.49
ego,-108.69,95.61
ego,-108.66,95.73
ego,-108.63,95.84
ego,-108.60,95.95
ego,-108.57,96.05
ego,-108.55,96.15
ego,-108.53,96.22
ego,-108.52,96.24
ego,-108.52,96.24
ego,-108.52,96.24
ego,-108.52,96.24
ego,-108.52,96.24
