type,x,y
route,-0.04,13.18
route,-2.04,13.18
route,-4.04,13.17
route,-6.04,13.17
route,-8.04,13.16
route,-10.04,13.16
route,-12.04,13.15
route,-14.04,13.14
route,-16.04,13.14
route,-18.04,13.13
route,-20.04,13.13
route,-22.04,13.12
route,-24.04,13.12
route,-26.04,13.11
route,-28.04,13.11
route,-30.04,13.10
route,-32.04,13.09
route,-34.04,13.09
route,-36.04,13.08
route,-38.04,13.08
route,-40.04,13.07
route,-42.04,13.07
route,-44.04,13.06
route,-46.04,13.06
route,-48.04,13.05
route,-50.04,13.04
route,-52.04,13.04
route,-54.04,13.03
route,-56.04,13.03
route,-58.04,13.02
route,-60.04,13.02
route,-62.04,13.01
route,-64.04,13.01
route,-66.04,13.00
route,-68.04,12.99
route,-70.04,12.99
route,-72.04,12.98
route,-74.04,12.98
route,-76.04,12.97
route,-78.04,12.97
route,-80.04,12.96
route,-82.04,12.96
route,-84.04,12.95
route,-86.04,12.94
route,-88.04,12.94
route,-90.04,12.93
route,-92.04,12.93
route,-93.95,12.90
route,-95.75,12.72
route,-97.52,12.33
route,-99.23,11.76
route,-100.87,11.00
route,-102.42,10.07
route,-103.76,9.00
route,-104.88,7.73
route,-105.77,6.29
route,-106.38,4.72
route,-106.71,3.06
route,-106.76,1.27
route,-106.73,-0.73
route,-106.71,-2.73
route,-106.69,-4.73
route,-106.67,-6.73
route,-106.64,-8.73
route,-106.62,-10.73
route,-106.60,-12.73
route,-106.58,-14.73
route,-106.55,-16.73
route,-106.53,-18.73
route,-106.51,-20.73
route,-106.48,-22.70
route,-106.39,-24.62
route,-106.21,-26.54
route,-105.95,-28.44
route,-105.61,-30.34
route,-105.18,-32.21
route,-104.68,-34.07
route,-104.09,-35.90
route,-103.43,-37.71
route,-102.68,-39.48
route,-101.86,-41.22
route,-100.97,-42.92
route,-100.00,-44.59
route,-98.96,-46.20
route,-97.85,-47.78
route,-96.68,-49.30
route,-95.44,-50.75
route,-94.14,-52.13
route,-92.75,-53.43
route,-91.29,-54.65
route,-89.77,-55.78
route,-88.18,-56.82
route,-86.54,-57.77
route,-84.84,-58.63
route,-83.10,-59.38
route,-81.31,-60.03
route,-79.49,-60.58
route,-77.65,-61.03
route,-75.78,-61.36
route,-73.89,-61.59
route,-72.00,-61.71
route,-70.08,-61.72
route,-68.08,-61.70
route,-66.08,-61.68
route,-64.08,-61.66
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.21
ego,-103.22,-2.22
ego,-103.24,-2.25
ego,-103.27,-2.31
ego,-103.31,-2.37
ego,-103.35,-2.44
ego,-103.40,-2.51
ego,-103.46,-2.58
ego,-103.51,-2.65
ego,-103.57,-2.71
ego,-103.62,-2.76
ego,-103.66,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.80
ego,-103.67,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.79
ego,-103.67,-2.80
ego,-103.68,-2.80
ego,-103.69,-2.81
ego,-103.70,-2.83
ego,-103.72,-2.85
ego,-103.74,-2.87
ego,-103.76,-2.89
ego,-103.79,-2.92
ego,-103.83,-2.95
ego,-103.86,-2.98
ego,-103.90,-3.02
ego,-103.94,-3.05
ego,-103.99,-3.09
ego,-104.04,-3.14
ego,-104.08,-3.18
ego,-104.13,-3.22
ego,-104.17,-3.25
ego,-104.17,-3.25
ego,-104.17,-3.25
ego,-104.17,-3.25
ego,-104.17,-3.26
ego,-104.18,-3.26
ego,-104.18,-3.26
ego,-104.19,-3.26
ego,-104.19,-3.27
ego,-104.20,-3.28
ego,-104.22,-3.29
ego,-104.24,-3.30
ego,-104.26,-3.32
ego,-104.28,-3.34
ego,-104.31,-3.37
ego,-104.35,-3.39
ego,-104.38,-3.43
ego,-104.43,-3.46
ego,-104.47,-3.49
ego,-104.52,-3.53
ego,-104.57,-3.57
ego,-104.62,-3.60
ego,-104.67,-3.64
ego,-104.73,-3.68
ego,-104.78,-3.72
ego,-104.84,-3.76
ego,-104.89,-3.81
ego,-104.94,-3.85
ego,-105.00,-3.90
ego,-105.05,-3.95
ego,-105.10,-4.00
ego,-105.15,-4.06
ego,-105.21,-4.13
ego,-105.26,-4.19
ego,-105.31,-4.26
ego,-105.36,-4.34
ego,-105.40,-4.41
ego,-105.44,-4.49
ego,-105.48,-4.57
ego,-105.52,-4.65
ego,-105.55,-4.73
ego,-105.59,-4.81
ego,-105.62,-4.89
ego,-105.65,-4.98
ego,-105.68,-5.06
ego,-105.71,-5.14
ego,-105.74,-5.22
ego,-105.77,-5.31
ego,-105.80,-5.40
ego,-105.82,-5.49
ego,-105.85,-5.59
ego,-105.88,-5.69
ego,-105.91,-5.80
ego,-105.94,-5.91
ego,-105.97,-6.02
ego,-105.99,-6.13
ego,-106.02,-6.25
ego,-106.04,-6.37
ego,-106.06,-6.48
ego,-106.08,-6.60
ego,-106.10,-6.72
ego,-106.12,-6.84
ego,-106.14,-6.96
ego,-106.15,-7.08
ego,-106.17,-7.21
ego,-106.19,-7.35
ego,-106.21,-7.48
ego,-106.23,-7.62
ego,-106.24,-7.76
ego,-106.27,-7.90
ego,-106.28,-8.05
ego,-106.30,-8.20
ego,-106.31,-8.36
ego,-106.32,-8.52
ego,-106.33,-8.68
ego,-106.35,-8.86
ego,-106.36,-9.04
ego,-106.38,-9.23
ego,-106.39,-9.42
ego,-106.40,-9.62
ego,-106.41,-9.82
ego,-106.42,-10.03
ego,-106.43,-10.25
ego,-106.44,-10.46
ego,-106.44,-10.69
ego,-106.45,-10.91
ego,-106.46,-11.14
ego,-106.47,-11.36
ego,-106.47,-11.59
ego,-106.48,-11.82
ego,-106.49,-12.06
ego,-106.49,-12.29
ego,-106.50,-12.53
ego,-106.51,-12.76
ego,-106.52,-13.00
ego,-106.52,-13.24
ego,-106.53,-13.48
ego,-106.54,-13.72
ego,-106.55,-13.97
ego,-106.56,-14.22
ego,-106.57,-14.47
ego,-106.59,-14.72
ego,-106.61,-14.97
ego,-106.63,-15.22
ego,-106.64,-15.47
ego,-106.65,-15.72
ego,-106.65,-15.98
ego,-106.65,-16.23
ego,-106.66,-16.48
ego,-106.66,-16.74
ego,-106.66,-16.99
ego,-106.66,-17.25
ego,-106.66,-17.50
ego,-106.66,-17.75
ego,-106.66,-17.99
ego,-106.66,-18.19
ego,-106.66,-18.36
ego,-106.66,-18.48
ego,-106.66,-18.57
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.60
ego,-106.66,-18.61
ego,-106.65,-18.63
ego,-106.65,-18.66
ego,-106.65,-18.70
ego,-106.64,-18.75
ego,-106.64,-18.81
ego,-106.63,-18.88
ego,-106.63,-18.97
ego,-106.63,-19.07
ego,-106.62,-19.18
ego,-106.62,-19.31
ego,-106.61,-19.45
ego,-106.61,-19.60
ego,-106.60,-19.76
ego,-106.60,-19.93
ego,-106.59,-20.12
